job_position_id,ref_requested_at,ref_requested_date,ref_completed_at,ref_completed_date,ref_approved_at,ref_approved_date,is_mandatory,ref_package_name,ref_form_name,cr_created_at,marked_compliant_at,requested_to_completed_time,completed_to_reviewed_time,requested_to_reviewed_time,requested_to_compliant_time,ref_status,ref_approval_status,requested_to_completed_days,completed_to_reviewed_days,requested_to_reviewed_days,requested_to_compliant_days,requested_to_completed_category,completed_to_reviewed_category,requested_to_reviewed_category,requested_to_compliant_category
3499,2019-09-06 10:25:26.041000,2019-09-06,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2535,2019-07-15 09:47:51.607000,2019-07-15,2019-07-15 09:48:32.309000,2019-07-15,2019-07-15 09:50:34.044000,2019-07-15,false,,Doctor Reference Form,,,40.702,121.735,162.437,,APPROVED,Approved,1,1,1,,Low,Low,Low,
2535,2019-07-15 09:49:50.512000,2019-07-15,2019-07-15 09:50:52.816000,2019-07-15,,,false,,Doctor Reference Form,,,62.304,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
1558,2019-04-02 13:59:06.728000,2019-04-02,,,,,false,,Carer Reference Form,,,,,,,SENT,Requested,,,,,,,,
923,2018-12-11 21:08:56.099000,2018-12-11,,,,,false,,Physiotherapist rrrr Reference Form,,,,,,,SENT,Requested,,,,,,,,
923,2018-12-11 21:08:56.097000,2018-12-11,,,,,false,,Physiotherapist rrrr Reference Form,,,,,,,SENT,Requested,,,,,,,,
923,2018-12-11 21:08:56.095000,2018-12-11,,,,,false,,Physiotherapist rrrr Reference Form,,,,,,,SENT,Requested,,,,,,,,
923,2018-12-11 21:08:56.074000,2018-12-11,,,,,false,,Physiotherapist rrrr Reference Form,,,,,,,SENT,Requested,,,,,,,,
22195,2025-03-13 16:47:13.544000,2025-03-13,,,,,false,,asfasf,,,,,,,SENT,Requested,,,,,,,,
603,2019-05-27 09:11:13.523000,2019-05-27,2019-05-27 09:11:59.244000,2019-05-27,2019-06-18 08:35:15.764000,2019-06-18,false,,Doctor Reference Form,,,45.721,1898596.52,1898642.241,,APPROVED,Approved,1,22,22,,Low,High,High,
603,2019-04-23 09:02:42.808000,2019-04-23,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
8630,2021-08-19 14:40:47.154000,2021-08-19,,,,,false,,Administrator Reference Form,,,,,,,SENT,Requested,,,,,,,,
8630,2021-08-19 13:30:40.500000,2021-08-19,2021-08-19 14:10:26.534000,2021-08-19,,,false,,Administrator Reference Form,,,2386.034,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
8630,2021-08-23 08:26:37.329000,2021-08-23,,,,,false,,Administrator Reference Form,,,,,,,SENT,Requested,,,,,,,,
9107,2021-12-02 07:58:05.452000,2021-12-02,,,,,false,,Reference form 766,,,,,,,SENT,Requested,,,,,,,,
9107,2021-12-02 07:52:59.479000,2021-12-02,,,,,false,,Reference form 766,,,,,,,SENT,Requested,,,,,,,,
3430,2019-08-30 13:18:05.157000,2019-08-30,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
3430,2019-10-08 15:12:47.109000,2019-10-08,2019-10-08 15:13:09.663000,2019-10-08,,,false,,Nurse Reference Form,,,22.554,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
3430,2019-10-08 14:38:01.500000,2019-10-08,2019-10-08 14:40:37.157000,2019-10-08,,,false,,Nurse Reference Form,,,155.657,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
3430,2019-10-08 14:45:16.892000,2019-10-08,,,,,false,,Nurse Reference Form,,,,,,,OPENED,Requested,,,,,,,,
1602,2019-04-12 09:54:54.232000,2019-04-12,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1602,2019-04-12 09:54:54.227000,2019-04-12,,,,,false,,Doctor Reference Form,,,,,,,AWAITING_APPROVAL,Submitted,,,,,,,,
1602,2019-04-12 09:54:54.231000,2019-04-12,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
13102,2024-12-06 14:37:18.730000,2024-12-06,,,,,false,,Date Ref,,,,,,,SENT,Requested,,,,,,,,
3899,2020-03-26 08:51:09.121000,2020-03-26,,,,,false,,Administrator Reference Form,,,,,,,SENT,Requested,,,,,,,,
2992,2019-07-31 10:00:44.738000,2019-07-31,,,,,false,,Advanced Nurse Practitionerr Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
2992,2019-07-31 10:00:44.736000,2019-07-31,,,,,false,,Advanced Nurse Practitionerr Reference Form,,,,,,,SENT,Requested,,,,,,,,
2978,2019-07-31 08:47:11.982000,2019-07-31,,,,,false,,Advanced Nurse Practitionerr Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
2978,2019-07-31 08:47:11.979000,2019-07-31,,,,,false,,Advanced Nurse Practitionerr Reference Form,,,,,,,SENT,Requested,,,,,,,,
1590,2019-04-11 13:40:53.689000,2019-04-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1590,2019-04-11 13:40:53.683000,2019-04-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1590,2019-04-11 13:40:53.681000,2019-04-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
14270,2024-10-24 12:24:29.375000,2024-10-24,,,,,false,,Yury,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
6682,2020-06-26 14:01:33.787000,2020-06-26,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
6682,2020-06-26 14:01:39.718000,2020-06-26,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
9847,2024-08-20 15:34:14.608000,2024-08-20,2024-08-20 16:07:19.314000,2024-08-20,,,false,,@@,,,1984.706,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
9847,2024-08-20 15:20:37.094000,2024-08-20,2024-08-20 15:21:21.835000,2024-08-20,,,false,,@@,,,44.741,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
9847,2024-08-20 15:21:46.269000,2024-08-20,2024-08-20 15:23:04.941000,2024-08-20,,,false,,@@,,,78.672,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
9847,2024-08-20 15:17:56.648000,2024-08-20,2024-08-20 15:19:50.260000,2024-08-20,,,false,,@@,,,113.612,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
9847,2024-08-20 15:14:52.922000,2024-08-20,2024-08-20 15:16:17.027000,2024-08-20,,,false,,@@,,,84.105,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
9847,2024-08-20 15:11:41.069000,2024-08-20,2024-08-20 15:13:23.075000,2024-08-20,,,false,,@@,,,102.006,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
9847,2024-08-20 13:10:07.504000,2024-08-20,2024-08-20 15:10:12.117000,2024-08-20,,,false,,@@,,,7204.613,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
9847,2024-08-20 13:04:29.279000,2024-08-20,2024-08-20 13:08:48.257000,2024-08-20,,,false,,@@,,,258.978,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
9847,2024-08-20 12:56:28.039000,2024-08-20,2024-08-20 13:03:14.633000,2024-08-20,,,false,,@@,,,406.594,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
9847,2024-08-20 12:52:42.087000,2024-08-20,2024-08-20 12:54:57.627000,2024-08-20,,,false,,@@,,,135.54,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
9847,2024-08-20 12:48:34.002000,2024-08-20,2024-08-20 12:50:02.208000,2024-08-20,,,false,,@@,,,88.206,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
9847,2024-08-20 12:31:20.416000,2024-08-20,2024-08-20 12:45:21.698000,2024-08-20,,,false,,@@,,,841.282,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
9847,2024-08-21 08:36:42.826000,2024-08-21,2024-08-21 08:38:28.587000,2024-08-21,,,false,,@@,,,105.761,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
15085,2024-12-20 16:21:59.789000,2024-12-20,,,,,false,,New form,,,,,,,SENT,Requested,,,,,,,,
10040,2022-11-01 14:47:08.913000,2022-11-01,,,,,false,,new ref form,,,,,,,SENT,Requested,,,,,,,,
3206,2019-08-16 12:43:10.560000,2019-08-16,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
1983,2019-05-14 14:52:53.819000,2019-05-14,2019-05-14 14:57:30.070000,2019-05-14,,,false,,Doctor Reference Form,,,276.251,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
3558,2020-04-04 10:34:21.021000,2020-04-04,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
3747,2019-10-03 13:35:53.873000,2019-10-03,,,,,false,,Reference form 850,,,,,,,SENT,Requested,,,,,,,,
883,2019-10-10 09:42:27.554000,2019-10-10,,,,,false,,Administrator Reference Form,,,,,,,OPENED,Requested,,,,,,,,
16573,2024-10-03 13:32:23.355000,2024-10-03,2024-10-03 13:34:17.606000,2024-10-03,,,false,,Reference form to hide,,,114.251,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
871,2018-11-29 12:25:32.632000,2018-11-29,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
871,2018-11-29 12:18:04.101000,2018-11-29,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
3710,2019-10-10 08:24:00.890000,2019-10-10,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
3710,2019-10-02 15:55:30.101000,2019-10-02,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
3710,2019-10-10 08:23:00.563000,2019-10-10,2019-10-10 08:23:38.976000,2019-10-10,,,false,,Doctor Reference Form,,,38.413,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
9441,2022-06-15 14:09:15.604000,2022-06-15,2022-06-15 14:09:38.158000,2022-06-15,2022-06-15 14:13:07.351000,2022-06-15,false,,Max Compliance Reference Form,,,22.554,209.193,231.747,,APPROVED,Approved,1,1,1,,Low,Low,Low,
9441,2023-08-01 13:55:14.799000,2023-08-01,2023-08-01 13:55:38.061000,2023-08-01,,,false,,Max Compliance Reference Form,,,23.262,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
3701,2019-10-02 15:27:20.409000,2019-10-02,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
3701,2019-10-02 15:28:20.288000,2019-10-02,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
3701,2019-10-02 15:27:32.782000,2019-10-02,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
14786,2023-12-18 16:10:20.616000,2023-12-18,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1958,2019-05-13 12:54:57.045000,2019-05-13,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1958,2019-05-13 12:54:57.037000,2019-05-13,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
2824,2019-07-22 08:52:45.350000,2019-07-22,,,,,false,,Irish Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
2966,2019-07-30 10:31:03.534000,2019-07-30,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
2966,2019-07-30 10:31:03.528000,2019-07-30,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
8889,2021-09-27 12:57:08.239000,2021-09-27,,,,,false,,,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
8889,2021-09-27 12:57:04.737000,2021-09-27,,,,,false,,,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
8889,2021-09-27 12:56:59.542000,2021-09-27,,,,,false,,,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
1868,2019-04-30 11:46:16.366000,2019-04-30,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
2280,2019-06-27 08:09:44.599000,2019-06-27,2019-06-27 08:10:44.719000,2019-06-27,2019-06-27 08:12:09.000000,2019-06-27,false,,Doctor Reference Form,,,60.12,84.281,144.401,,APPROVED,Approved,1,1,1,,Low,Low,Low,
1730,2019-06-05 08:06:33.974000,2019-06-05,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1972,2019-05-13 16:36:54.005000,2019-05-13,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
1972,2019-05-13 16:36:53.999000,2019-05-13,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
13507,2023-10-24 09:06:16.723000,2023-10-24,2023-11-21 14:29:41.765000,2023-11-21,,,false,,Nurse Reference Form,,,2438605.042,,,,AWAITING_APPROVAL,Submitted,29,,,,High,,,
13507,2023-09-05 12:55:52.981000,2023-09-05,2023-11-21 14:34:58.252000,2023-11-21,,,false,,Nurse Reference Form,,,6658745.271,,,,AWAITING_APPROVAL,Submitted,78,,,,High,,,
881,2018-11-30 14:44:01.157000,2018-11-30,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
881,2018-11-30 14:44:01.156000,2018-11-30,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
881,2018-11-30 14:44:01.155000,2018-11-30,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
881,2018-11-30 14:44:01.153000,2018-11-30,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
881,2018-11-30 14:44:01.151000,2018-11-30,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
881,2018-11-30 14:44:01.150000,2018-11-30,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
881,2018-11-30 14:44:01.149000,2018-11-30,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
881,2018-11-30 14:44:01.148000,2018-11-30,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
881,2018-11-30 14:44:01.146000,2018-11-30,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1238,2019-09-26 13:18:30.374000,2019-09-26,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
881,2018-11-30 14:44:01.154000,2018-11-30,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1721,2019-04-19 15:47:13.942000,2019-04-19,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
5452,2020-03-24 09:26:39.575000,2020-03-24,2020-03-24 09:27:48.575000,2020-03-24,2020-03-24 09:29:56.033000,2020-03-24,false,,Doctor Reference Form,,,69,127.458,196.458,,DENIED,Declined,1,1,1,,Low,Low,Low,
2682,2019-07-18 07:05:13.218000,2019-07-18,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
14108,2023-10-11 11:07:09.300000,2023-10-11,2023-10-11 11:09:22.271000,2023-10-11,2023-11-16 08:12:58.853000,2023-11-16,false,,Date Ref,,,132.971,3099816.582,3099949.553,,APPROVED,Approved,1,36,36,,Low,High,High,
14108,2023-10-04 12:12:03.203000,2023-10-04,2023-10-04 12:12:25.365000,2023-10-04,2023-10-11 10:51:17.978000,2023-10-11,false,,Date Ref,,,22.162,599932.613,599954.775,,APPROVED,Approved,1,7,7,,Low,High,High,
2685,2019-07-18 08:13:43.949000,2019-07-18,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
2372,2019-10-18 12:54:01.883000,2019-10-18,,,,,false,,Advanced Nurse Practitionerr Reference Form,,,,,,,SENT,Requested,,,,,,,,
9677,2022-05-20 10:55:23.662000,2022-05-20,2022-05-20 10:57:01.887000,2022-05-20,,,false,,Doctor Reference Form,,,98.225,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
877,2018-11-29 16:45:18.745000,2018-11-29,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
877,2018-11-29 16:44:34.072000,2018-11-29,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
877,2018-11-29 16:44:34.070000,2018-11-29,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
877,2018-11-29 16:44:34.068000,2018-11-29,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
877,2018-11-29 16:44:34.063000,2018-11-29,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
877,2018-11-29 16:44:34.060000,2018-11-29,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
877,2018-11-29 16:44:34.058000,2018-11-29,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
877,2018-11-29 16:44:34.056000,2018-11-29,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
877,2018-11-29 16:44:34.055000,2018-11-29,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
877,2018-11-29 16:44:34.054000,2018-11-29,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2530,2020-01-17 08:39:12.649000,2020-01-17,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2530,2020-01-17 08:39:02.192000,2020-01-17,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1703,2019-04-19 10:18:11.648000,2019-04-19,,,,,false,,Irish/UK Doctor 123 Reference Form,,,,,,,SENT,Requested,,,,,,,,
1703,2019-04-19 10:18:11.647000,2019-04-19,,,,,false,,Irish/UK Doctor 123 Reference Form,,,,,,,SENT,Requested,,,,,,,,
15369,2024-09-04 15:08:34.843000,2024-09-04,,,,,false,,111_AllTypesOLD,,,,,,,SENT,Requested,,,,,,,,
15369,2024-09-04 13:57:18.383000,2024-09-04,,,,,false,,111_AllTypesOLD,,,,,,,SENT,Requested,,,,,,,,
10730,2023-10-03 09:24:36.702000,2023-10-03,2023-10-03 09:25:20.174000,2023-10-03,,,false,,hehe,,,43.472,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
10730,2023-03-14 08:19:18.960000,2023-03-14,2023-03-14 08:20:57.712000,2023-03-14,,,false,,hehe,,,98.752,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
9998,2022-12-01 13:11:31.507000,2022-12-01,,,,,false,,hehe,,,,,,,SENT,Requested,,,,,,,,
1944,2019-05-13 08:47:14.073000,2019-05-13,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1944,2019-05-13 08:47:14.071000,2019-05-13,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1935,2019-05-04 12:25:38.936000,2019-05-04,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1935,2019-05-04 12:25:38.931000,2019-05-04,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1935,2019-05-04 12:25:38.929000,2019-05-04,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1935,2019-05-04 12:25:38.922000,2019-05-04,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1935,2019-05-04 12:25:38.914000,2019-05-04,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1935,2019-05-04 12:25:38.903000,2019-05-04,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1764,2019-04-23 08:50:47.194000,2019-04-23,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1942,2019-05-14 15:08:06.028000,2019-05-14,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
8629,2021-08-09 14:34:09.050000,2021-08-09,2021-08-09 14:39:27.729000,2021-08-09,2021-08-09 15:29:48.248000,2021-08-09,false,,Administrator Reference Form,,,318.679,3020.519,3339.198,,DENIED,Declined,1,1,1,,Low,Low,Low,
16393,2024-10-23 11:01:16.264000,2024-10-23,2024-10-23 11:03:09.953000,2024-10-23,,,false,,____SIGNATURE,,,113.689,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
11892,2023-11-14 10:57:14.208000,2023-11-14,2023-11-14 10:58:11.360000,2023-11-14,2023-11-14 10:58:25.626000,2023-11-14,false,,aaaaaaaaa,,,57.152,14.266,71.418,,APPROVED,Approved,1,1,1,,Low,Low,Low,
11892,2023-09-27 13:27:04.354000,2023-09-27,2023-09-27 13:27:16.625000,2023-09-27,2023-09-27 13:27:37.999000,2023-09-27,false,,aaaaaaaaa,,,12.271,21.374,33.645,,APPROVED,Approved,1,1,1,,Low,Low,Low,
2025,2019-05-17 13:34:41.805000,2019-05-17,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
2025,2019-05-17 13:34:41.808000,2019-05-17,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1762,2019-04-22 17:34:48.420000,2019-04-22,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
8676,2024-12-20 16:22:28.326000,2024-12-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
8676,2024-08-19 12:35:58.550000,2024-08-19,2024-08-19 15:38:53.996000,2024-08-19,,,false,,Doctor Reference Form,,,10975.446,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
8676,2024-08-19 12:04:40.149000,2024-08-19,2024-08-19 12:09:37.440000,2024-08-19,,,false,,Doctor Reference Form,,,297.291,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
8676,2024-08-20 12:27:18.074000,2024-08-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4300,2019-11-14 08:27:10.716000,2019-11-14,,,,,false,,Reference form 848,,,,,,,SENT,Requested,,,,,,,,
4300,2019-11-14 08:26:55.314000,2019-11-14,,,,,false,,Reference form 848,,,,,,,SENT,Requested,,,,,,,,
4300,2019-11-14 08:26:54.019000,2019-11-14,,,,,false,,Reference form 848,,,,,,,SENT,Requested,,,,,,,,
1738,2019-05-17 09:52:50.977000,2019-05-17,2019-05-17 09:53:40.978000,2019-05-17,2019-06-19 08:52:25.874000,2019-06-19,false,,Doctor Reference Form,,,50.001,2847524.896,2847574.897,,DENIED,Declined,1,33,33,,Low,High,High,
1738,2019-04-23 07:21:53.608000,2019-04-23,2019-05-16 19:14:11.218000,2019-05-16,2019-06-19 08:52:13.681000,2019-06-19,false,,Doctor Reference Form,,,2029937.61,2900282.463,4930220.073,,DENIED,Declined,24,34,58,,High,High,High,
14150,2025-03-19 13:55:02.805000,2025-03-19,2025-03-19 13:55:52.638000,2025-03-19,,,false,,Reference form,,,49.833,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
14150,2025-03-19 14:32:23.822000,2025-03-19,2025-03-19 14:35:17.354000,2025-03-19,,,false,,Reference form,,,173.532,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
14150,2025-03-20 06:31:55.585000,2025-03-20,2025-03-20 06:32:54.196000,2025-03-20,,,false,,Reference form,,,58.611,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
14150,2025-03-19 14:30:08.735000,2025-03-19,2025-03-19 14:30:29.630000,2025-03-19,,,false,,Reference form,,,20.895,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
14150,2025-03-19 14:36:42.739000,2025-03-19,2025-03-19 14:39:20.374000,2025-03-19,,,false,,Reference form,,,157.635,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
8880,2021-09-27 12:57:04.661000,2021-09-27,,,,,false,,,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
8880,2021-09-27 12:56:59.210000,2021-09-27,,,,,false,,,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
8880,2021-09-27 12:57:02.374000,2021-09-27,,,,,false,,,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
3906,2019-10-15 15:16:17.350000,2019-10-15,,,,,false,,Reference form 848,,,,,,,SENT,Requested,,,,,,,,
3906,2019-10-15 15:16:09.527000,2019-10-15,,,,,false,,Reference form 848,,,,,,,SENT,Requested,,,,,,,,
1955,2019-05-13 09:30:44.711000,2019-05-13,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1955,2019-05-13 09:30:44.709000,2019-05-13,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1568,2019-04-05 10:22:34.178000,2019-04-05,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1568,2019-04-05 10:22:34.176000,2019-04-05,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1568,2019-04-05 10:22:34.171000,2019-04-05,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1989,2019-05-15 12:10:35.303000,2019-05-15,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1753,2019-04-22 15:22:24.201000,2019-04-22,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
1989,2019-05-15 12:10:35.301000,2019-05-15,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1753,2019-04-22 15:22:16.806000,2019-04-22,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
1753,2019-04-22 15:22:24.470000,2019-04-22,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
1753,2019-04-22 15:22:23.254000,2019-04-22,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1753,2019-04-22 15:22:23.793000,2019-04-22,2019-04-22 15:33:15.562000,2019-04-22,,,false,,Doctor Reference Form,,,651.769,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
3183,2019-08-21 11:19:13.929000,2019-08-21,2019-08-21 11:34:55.211000,2019-08-21,2019-08-21 11:36:04.220000,2019-08-21,false,,Reference form 682,,,941.282,69.009,1010.291,,DENIED,Declined,1,1,1,,Low,Low,Low,
3839,2019-10-08 11:53:10.220000,2019-10-08,2019-10-08 11:53:49.201000,2019-10-08,2019-10-08 12:21:07.637000,2019-10-08,false,,Doctor Reference Form,,,38.981,1638.436,1677.417,,DENIED,Declined,1,1,1,,Low,Low,Low,
3023,2019-07-31 17:28:14.379000,2019-07-31,,,,,false,,Nurse Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
3023,2019-07-31 17:28:14.376000,2019-07-31,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
2988,2019-07-31 09:43:31.953000,2019-07-31,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
2988,2019-07-31 09:43:31.951000,2019-07-31,,,,,false,,Nurse Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
3765,2019-10-04 09:36:36.494000,2019-10-04,2019-10-04 09:37:00.463000,2019-10-04,2021-02-24 07:04:44.187000,2021-02-24,false,,Reference form 850,,,23.969,43968463.724,43968487.693,,DENIED,Declined,1,509,509,,Low,High,High,
3718,2019-10-03 07:03:48.005000,2019-10-03,,,,,false,,Reference form 848,,,,,,,SENT,Requested,,,,,,,,
